C57BL_6J_two_lanes_0333,2343239573
DBA_2J_three_lanes_0334,2308971586
BXD149_0341,2300649092
BXD178_0342,2300082106
BXD202_0343,2296820666
BXD29_Ty_0344,2299190378
BXD029_Tlr4_J_0345,2304373296
BXD098_RwwJ_0345,2274914882
BXD028_TyJ_0346,2278231884
BXD024_TyJ_0347,2276755719
BXD24_TyJ_Cep290_J_0348,2295354752
BXD55_RwwJ_0349,2296039508
BXD22_TyJ_0350,2292534311
BXD201_0351,2271452996
BXD144_0352,2298969307
BXD180_0353,2277512399
BXD199_0354,2287424949
BXD152_0355,2292450037
BXD034_TyJ_0356,2299580117
BXD156_0357,2295200438
BXD40_TyJ_0358,2293921932
BXD211_0359,2297567220
BXD227_0360,2300272251
BXD001_TyJ_0361,2278230906
BXD155_0362,2296614003
BXD44_RwwJ_0363,2292503405
BXD031_TyJ_0364,2312579711
BXD113_RwwJ_0365,2296419425
BXD196_0366,2298061777
BXD131_0367,2300032267
BXD011_TyJ_0368,2302910399
BXD036_TyJ_0369,2301970846
BXD205_0370,2298051919
BXD225_0371,2298423278
BXD008_TyJ_0372,2265655882
BXD150_0373,2263262963
BXD154_RwwJ_0374,2289150185
BXD221_0375,2225012606
BXD224_0376,2230108257
BXD62_RwwJ_0377,2238238579
BXD70_RwwJ_0378,2254128261
BXD77_RwwJ_0379,2275103765
BXD172_0380,2268680061
BXD48_RwwJ_0381,2273689093
BXD048a_RwwJ_0382,2298409142
BXD009_TyJ_0383,2266349154
BXD174_0385,2274425056
BXD65_RwwJ_0386,2280012792
BXD65a_RwwJ_0387,2278305629
BXD65b_RwwJ_0388,2291987945
BXD5_TyJ_0389,2299684884
BXD218_0390,2259675876
BXD157_0391,2295473565
BXD15_TyJ_0392,2296660241
BXD016_TyJ_0393,2297552126
BXD162_0394,2302951055
BXD090_RwwJ_0395,2282419978
BXD219_0396,2288655810
BXD049_RwwJ_0397,2285739375
BXD191_0398,2299255829
BXD63_RwwJ_0399,2286485027
BXD69_RwwJ_0400,2293569738
BXD127_0401,2299659265
BXD173_0402,2287571508
BXD086_RwwJ_0403,2296205559
BXD222_0404,2309900119
BXD210_0405,2303033730
BXD102_RwwJ_0406,2302027158
BXD20_TyJ_0407,2305161056
BXD051_RwwJ_0408,2295749464
BXD195_0409,2305150826
BXD013_TyJ_0410,2293253985
BXD223_0411,2303332288
BXD190_0412,2299841699
BXD89_RwwJ_0413,2286579027
BXD91_RwwJ_0414,2283232136
BXD032_TyJ_0415,2288594328
BXD186_0416,2301802914
BXD148_0417,2302471643
BXD137_0418,2295982093
BXD050_RwwJ_0419,2294058676
BXD78_2_RwwJ_0420,2302615200
BXD056_RwwJ_0421,2296652437
BXD198_0422,2304446119
BXD75_RwwJ_0423,2292086673
BXD111_0424,2292075113
BXD187_0425,2285070424
BXD169_0426,2279657178
BXD160_0427,2298633248
BXD176_0428,2305017641
BXD85_RwwJ_0429,2291267231
BXD002_RwwJ_0430,2293854535
BXD123_0431,2299069916
BXD21_TyJ_0432,2299566202
BXD71_RwwJ_0433,2294269357
BXD183_0434,2298023883
BXD84_RwwJ_0435,2296912380
BXD99_RwwJ_0436,2286521990
BXD170_0437,2205785625
BXD073_RwwJ_0438,2199456827
BXD73a_RwwJ_0439,2254272244
BXD073b_RwwJ_0440,2224367970
BXD181_0441,2217115304
BXD66_RwwJ_0442,2236586717
BXD216_0443,2256717452
BXD79_RwwJ_0444,2243906493
BXD095_RwwJ_0445,2198389056
BXD74_RwwJ_0446,2189080417
BXD53_2RwwJ_0447,2217963042
BXD175_0448,2163366158
BXD214_0449,2198986740
BXD141_0450,2230431812
BXD33_TyJ_0451,2138783050
BXD184_0452,2257044384
BXD038_TyJ_0453,2301218639
BXD124_RwwJ_0454,2294749727
BXD88_2_RwwJ_0455,2308051366
BXD161_RwwJ_0456,2295550228
BXD151_0457,2305881680
BXD14_TyJ_0458,2295318319
BXD114_0459,2223877167
BXD67_RwwJ_0460,2290130918
BXD61_RwwJ_0461,2299172207
BXD68_RwwJ_0462,2294822954
BXD83_RwwJ_0463,2292935467
BXD12_TyJ_0464,2305897962
BXD60_RwwJ_0465,2306147562
BXD168_0466,2311057432
BXD122_TyJ_0467,2306613490
BXD209_0468,2311082976
BXD100_RwwJ_0469,2303394383
BXD27_TyJ_0470,2301007510
BXD42_TyJ_0471,2297727604
BXD125_RwwJ_0472,2290648578
BXD217_0473,2285437041
BXD006_TyJ_0474,2278981927
BXD101_RwwJ_0475,2259098919
BXD215_0476,2243399173
BXD18_TyJ_0477,2287796279
BXD39_TyJ_0478,2268662882
BXD197_0479,2252650484
BXD204_0480,2300283642
BXD19_TyJ_0481,2291222943
BXD087_RwwJ_0482,2297916483
BXD064_RwwJ_0483,2300326240
BXD171_0484,2298432978
BXD194_redo_0485,2295767995
BXD045_RwwJ_0486,2288110233
BXD81_RwwJ_0487,2289326761
BXD226_0488,2305466768
BXD43_RwwJ_0489,2301475499
BXD177_0490,2302700005
BXD213_0491,2303664620
BXD128_0492,2304781886
BXD147_0494,2300527229
